REGISTRO,AYUNTAMIENTO,DATE,INMUEBLE,LOCALIDAD,YEAR,latitude,longitude
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sarries,30/04/2003,Parroquia Sta. Maria,Ibilcieta ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sarries ,30/04/2003,Parroquia S. Martin,,2003.0,42.834951,-1.1006953
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,30/07/2005,Vivienda B 2ª Planta, Eullz ,2005.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,30/07/2005,Despacho Parroquial, Eullz ,2005.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,30/07/2005,Casa parroquial, Eullz ,2005.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,30/07/2005,Casa parroquial vivienda A 1ª planta, Eullz ,2005.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,30/07/2005,Casa Parroquial vivienda planta baja, Eullz ,2005.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,30/07/2005,Casa parroquial vivienda B 2ª planta, Eullz ,2005.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Esteribar,30/08/2003,Finca rustica de pastos,Zuriain ,2003.0,42.877824,-1.5675703
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Esteribar,30/08/2003,Finca rustica de pastos,Zuriain ,2003.0,42.877824,-1.5675703
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagaondoa,30/12/1999,Ermita S. Miguel monte Izag,Zuazu ,1999.0,42.7367776,-1.4478815
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Longuida,30/12/1999,Parroquia S. Bartolome y cementerio,Larrangoz ,1999.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Longuida,30/12/1999,Ermita Sta. Columba,Meoz ,1999.0,42.7673526,-1.3509993
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Navascues ,30/12/1999,Ermita S. Quirico,,1999.0,42.73149535,-1.1299640831418
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Navascues ,30/12/1999,Ermita Virgen del Campo,,1999.0,42.73149535,-1.1299640831418
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sarries ,30/12/1999,Ermita y pinar 93.743 m2,,1999.0,42.834951,-1.1006953
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Vidangoz ,30/12/1999,Ermita S. Miguel,,1999.0,42.82130145,-1.01009809084008
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Vidangoz ,30/12/1999,Ermita La Asuncion,,1999.0,42.82130145,-1.01009809084008
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Vidangoz ,30/12/1999,Ermita S. Juan,,1999.0,42.82130145,-1.01009809084008
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Cintruénigo ,31/01/2004,Ermita San Sebastian,,2004.0,42.0792726,-1.8086418
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Ablitas ,31/01/2006,Parroquia Santa María Magdalena,,2006.0,41.9732671,-1.6395971
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Barillas ,31/01/2006,Parroquia San Miguel,,2006.0,41.97102,-1.6627451
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Cascante ,31/01/2006,Parroquia Ntra. Sñra. De la Asunción,,2006.0,41.9994531,-1.6789882
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Cascante ,31/01/2006,Basílica El Romero,,2006.0,41.9994531,-1.6789882
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Cascante ,31/01/2006,Parroquia Ntra. Sñra de la Victoria ,,2006.0,41.9994531,-1.6789882
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Cintruénigo ,31/01/2006,Parroquia San Juan Bautista,,2006.0,42.0792726,-1.8086418
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Cintruénigo ,31/01/2006,Viña regadio El Prado,,2006.0,42.0792726,-1.8086418
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Corella ,31/01/2006,Parroquia Ntra. Sñra del Rosario,,2006.0,42.1152097,-1.7893729
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Fitero ,31/01/2006,Parroquia Santa María la Real,,2006.0,42.0561406,-1.8594466
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Monteagudo ,31/01/2006,Parroquia Santa Mª Magdalena,,2006.0,41.9620037,-1.6939437
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Navascues,31/03/2003,Parroquia S. Clemente,Aspurz ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Navascues,31/03/2003,Parroquia S. Cristóbal,,2003.0,42.73149535,-1.1299640831418
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Navascues,31/03/2003,Parroquia S. Saturnino,Ustes,2003.0,42.7396287,-1.0654897
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Navascues,31/03/2003,Finca La Hortaliza,,2003.0,42.73149535,-1.1299640831418
REGISTRO DE LA PROPIEDAD DE TAFALLA,Oloriz ,31/08/2006,Parroquia S. Juan Bautista,,2006.0,42.64051815,-1.59898119518942
REGISTRO DE LA PROPIEDAD DE TAFALLA,Tafalla ,31/08/2006,Parroquia S. Pedro,,2006.0,42.5281172,-1.6744043
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia S. Martin,Ardanaz de Izaga ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia Sta. Agueda,Idoate ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia La Purificacion,Indurain,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia S. Pedro,Iriso ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia Sta. Eulalia,Lizarraga ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia S. Pedro,Reta ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Finca en Bertetxera,Reta ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia La Asuncion,Turrillas ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Almacen paraje Zerkupe,,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia S. Esteban, ,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Izagandoa,31/10/2003,Parroquia La Purificacion,Zuazu ,2003.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,04/04/2005,Parroquia de La Asunción,Etxabarri ,8446.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Zizur Mayor ,06/11/2004,Ruinas 102 m/2 c./ San Andrés,,8149.0,42.7887152,-1.692616
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Anue Leazkue ,,Parroquia La Asuncion,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Añorbe ,,Parroquia La Asuncion,,,42.658392,-1.714551
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Belascoain ,,Parroquia La Asuncion,,,42.7563292,-1.8322476
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Galar ,,Parroquia La Asuncion,Salinas ,,42.7419498,-1.6571734
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Iza ,,Parroquia La Asuncion,Aldaba ,,42.8542382,-1.7524544
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Juslapeña ,,Parroquia La Asuncion,Unzu ,,42.8786283,-1.685635
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Legarda ,,Parroquia La Asuncion,,,42.7113388,-1.7727104
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza ,,Parroquia La Asuncion,Asiain ,,42.8308577,-1.7865106
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza ,,Parroquia La Asuncion,Izu ,,42.8274166,-1.7890628
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza ,,Parroquia La Asuncion,Ibero ,,42.8023442,-1.7751433
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Tirapu ,,Parroquia La Asuncion,,,42.6566786,-1.7029388
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ucar ,,Parroquia La Asuncion,,,42.6758238,-1.7065464
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Uterga ,,Parroquia La Asuncion,,,42.7102068,-1.7596807
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Zabalza ,,Parroquia La Asuncion,,,42.7786842,-1.7986577
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Alsasua ,,Parroquia La Asunción,,,42.8949665,-2.1685103
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araiz,,Parroquia La Asunción,Uztegui ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Areso ,,Parroquia La Asunción,,,43.0809261,-1.9512184
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Arruazu ,,Parroquia La Asunción,,,42.9221603,-1.9999731
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Atez,,Parroquia La Asunción,Beunza ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Atez,,Parroquia La Asunción,Eróstegui ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Basaburua,,Parroquia La Asunción,Igoa ,,43.0314133,-1.78574896654977
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Basaburua,,Parroquia La Asunción,Jaunsaras ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ciordia ,,Parroquia La Asunción,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ergoyena,,Parroquia La Asunción,Torrano ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia La Asunción,Azpirotz – Lezaeta ,,43.0182791,-1.9156797
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia La Asunción,Arraitz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia La Asunción,Cenoz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia La Asunción,Gorrontz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia La Asunción,Urrizola – Galain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Urdiain,,Parroquia La Asunción, ,,42.886832,-2.1362727
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araiz,,Finca castañal,Uztegui ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Parroquia Santa Catalina,Ciaurriz ,,42.9281228,-1.6366971
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Anué,,Tierra de labor,Burutain ,,42.9265648,-1.6055046
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Ermita El Pilar,Lekunberri ,,42.9949097,-1.896499
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Parroquia S. Babil,Erroz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Anué,,Parroquia S. Pedro,Burutain ,,42.9265648,-1.6055046
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Anué,,Parroquia S. Pedro,Arizu ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berrioplano ,,Parroquia S. Pedro,Ballariain ,,42.8682481,-1.6989713
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Iza ,,Parroquia S. Pedro,Gulina ,,42.9104106,-1.7924609
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Iza ,,Parroquia S. Pedro,Aguinaga ,,42.9224496,-1.789058
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Juslapeña ,,Parroquia S. Pedro,Garciriain ,,42.8916197,-1.6942011
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Ermita S. Pedro,Anocibar ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olaibar ,,Parroquia S. Pedro,Olabe ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Puente La Reina ,,Parroquia S. Pedro,,,42.6717107,-1.8155291
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Parroquia S. Pedro,Urrizola ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Basaburua ,,Parroquia S. Pedro,Arrarats ,,43.03726705,-1.80483383119887
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Basaburua ,,Parroquia S. Pedro,Itxaso ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Betelu ,,Parroquia S. Pedro,,,43.0256703,-1.9794889
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ergoyena,,Parroquia S. Pedro,Unanua ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Iturmendi ,,Ermita S. Pedro,,,42.8898506,-2.1179049
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia S. Pedro,Astitz ,,42.9708791,-1.8783723
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia S. Pedro,Muguiro ,,0.0,0.0
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia S. Pedro,Larrainzar ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Urdiain ,,Ermita S. Pedro,,,42.886832,-2.1362727
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Parroquia S. Román,Arre ,,42.8428757,-1.6104582
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Parroquia Santiago,Oricain ,,42.853493,-1.6213301
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Puente La Reina ,,Parroquia Santiago,,,42.6717107,-1.8155291
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araiz,,Parroquia Santiago,Inza ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Bacaicoa ,,Ermita Santiago,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Iza ,,Ermita La Trinidad,Aguinaga ,,42.9224496,-1.789058
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Ermita Zamartze,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Atez,,Ermita Sta. Barbara,Amalain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Juslapeña,,Parroquia Sta. Eulalia,Belzunce ,,42.8982475,-1.6833224
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia Santos Juan y Pablo,Alli ,,42.9911986,-1.8970178
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Ermita Santa Krutz,Etxarri ,,43.0109183,-1.8760375
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Muruzabal ,,Ermita Santa Lucia,,,42.6887624,-1.7705509
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Etxarri Aranaz ,,Parroquia Santa Maria,,,42.9076959,-2.0648835
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Parroquia Santo Tomás,Anocibar ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ollo ,,Parroquia Santo Tomás,,,42.8672278,-1.8584392
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Solar,Arre ,,42.8428757,-1.6104582
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Zabalza ,,Ermita Arrigorria,Arraiza ,,42.767587,-1.8062607
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Finca Asiaran,Alli ,,42.9911986,-1.8970178
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araiz,,Finca Herrian,Arriba ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Cementerio,Anocibar ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ollo ,,Pastos Ardantzeburu,Anoz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Belascoain ,,Capilla Del Carmen,,,42.7563292,-1.8322476
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Urdiain ,,Ermita Virgen de Aitziber,,,42.886832,-2.1362727
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Betelu ,,Ermita Santa Cruz de Irigoyen,,,43.0256703,-1.9794889
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ciordia ,,Ermita El Milagro,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Biurrun ,,Parroquia El Rosario,,,42.692662,-1.6783849
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Parroquia El Rosario,Guelbenzu ,,42.94968375,-1.66566097784992
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Cereal en Leciaga,Guelbenzu ,,42.94968375,-1.66566097784992
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Atarrabia ,,Parroquia S. Andres Apostol,,,42.8318984,-1.6071287
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Finca Gaztanieta,Astitz ,,42.9708791,-1.8783723
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ciriza ,,Ermita Virgen Blanca,,,42.79147755,-1.82478423094425
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araiz,,Finca pastos – hasta Soro,Inza ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza,,Parroquia S. Blas, ,,42.8467107,-1.7797185
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berrioplano ,,Parroquia S. Juan,Oteiza ,,42.8702409,-1.7151184
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Bacaicoa ,,Parroquia S. Juan,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Basaburua,,Parroquia S. Juan,Beruete ,,43.02757935,-1.8262635530374
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Irañeta ,,Parroquia S. Juan,,,42.9233048,-1.9455388
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Parroquia S. Juan,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Solar,Izurdiaga ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ergoyena,,Ermita S. Martin – Irura,Lizarraga ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ansoain,,arcela,,,42.83831,-1.6481855
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun ,,Finca Anibe,Azpirotz ,,43.0182791,-1.9156797
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Muruzabal ,,Ermita Eunate,,,42.6887624,-1.7705509
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Basaburua,,Finca – Goiticolanda,Oroquieta Erviti ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Etxarri Aranaz ,,Ermita La Concepcion – Iturtxiqui,,,42.9076959,-2.0648835
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Puente La Reina ,,Ermita paraje Gomazin,,,42.6717107,-1.8155291
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Irañeta ,,Ermita Zabal S. Pedro,,,42.9233048,-1.9455388
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Iza ,,Ermita El Salvador,Sarasa ,,42.8773063,-1.7476907
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Areso ,,Tierras de labor junto a la Iglesia,,,43.0809261,-1.9512184
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza ,,Terreno Elizaberria,Izcue,,42.81263985,-1.7795680639932
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Juslapeña ,,Pastos en Illalagorri,Nuin ,,42.9152464,-1.7181277
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Juslapeña ,,Pastos en Illalagorri,Nuin ,,42.9152464,-1.7181277
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Vivienda Zamartzealde,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Vivienda Zamartzealde,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Anue ,,Parroquia S. Juan Bautista,Olagüe ,,42.9631427,-1.6181914
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Anue ,,Parroquia S. Juan Bautista,Esain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte,,Parroquia S. Juan Bautista,Orrio ,,42.8736364,-1.6574003
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Galar ,,Parroquia S. Juan Bautista,Subiza ,,42.7175185,-1.6707248
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Iza ,,Parroquia S. Juan Bautista,Ochovi ,,42.8807766,-1.7818614
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Juslapeña ,,Parroquia S. Juan Bautista,Aristregui ,,42.895216,-1.7375027
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Obanos ,,Parroquia S. Juan Bautista,,,42.6808183,-1.7851016
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Parroquia S. Juan Bautista,Ostiz ,,42.9139491,-1.6167867
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza ,,Parroquia S. Juan Bautista,Arazuri ,,42.816621,-1.7200787
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araiz,,Parroquia S. Juan Bautista,Atallo ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Parroquia S. Juan Bautista,Izurdiaga ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia S. Juan Bautista,Iribas ,,42.9882499,-1.9063179
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia S. Juan Bautista,Lekunberri ,,42.9949097,-1.896499
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia S. Juan Bautista,Madoz ,,,
